track_title,artist_name,spotify_album,spotify_release_date,spotify_duration_ms,spotify_popularity,spotify_genres,spotify_danceability,spotify_energy,spotify_valence,spotify_acousticness,spotify_instrumentalness,spotify_liveness,spotify_speechiness,spotify_tempo,spotify_mode,spotify_loudness,spotify_time_signature
There Goes My Baby,d4vd,There Goes My Baby,2024-07-12,210666,63,bedroom pop,,,,,,,,,,,
Merry Christmas,"Ed Sheeran, Elton John",Merry Christmas,2021-12-03,208546,75,pop,,,,,,,,,,,
SANTA TELL ME,ARIANA GRANDE,Santa Tell Me,2014-11-24,204093,86,pop,,,,,,,,,,,
Rubbin Off the Paint,YBN Nahmir ,YBN: The Mixtape,2018-09-07,159915,65,alabama rap,,,,,,,,,,,
HOME TO YOU (THIS CHRISTMAS),SIGRID,Home To You (This Christmas),2021-11-05,225817,48,electropop,,,,,,,,,,,
FINALLY ITS CHRISTMAS,HANSON,Finally It’s Christmas,2017-10-27,225620,34,boy band,,,,,,,,,,,
Planeta,Bárbara Tinoco,Planeta,2023-03-24,167012,55,hip hop tuga,,,,,,,,,,,
Merry Xmas Everybody,"Robbie Williams, Jamie Cullum",The Christmas Present (Deluxe),2019-11-22,213866,50,dance rock,,,,,,,,,,,
Quase Dança,Cláudia Pascoal,!,2020-03-27,179092,21,portuguese pop,,,,,,,,,,,
"Ela Não Sabe, Pois Não",Bárbara Tinoco,Bichinho (para onde vai o amor?),2024-05-31,185386,53,portuguese pop,,,,,,,,,,,
Nonsense Christmas,Sabrina Carpenter,fruitcake,2023-11-17,153099,70,pop,,,,,,,,,,,
O HOLY NIGHT,ELLIE GOULDING,O Holy Night,2017-12-08,194727,54,indietronica,,,,,,,,,,,
DEJA VU,PLUTONIO,Carta de Alforria,2024-11-08,203686,60,hip hop tuga,,,,,,,,,,,
ALL I WANT FOR CHRISTMAS IS YOU,MARIAH CAREY,Merry Christmas,1994-10-28,241106,90,dance pop,,,,,,,,,,,
my favorite things,kelly clarkson,Wrapped In Red,2013-10-25,169093,48,dance pop,,,,,,,,,,,
Síndrome de Impostor,Bárbara Tinoco,Bichinho,2023-04-21,189826,30,portuguese pop,,,,,,,,,,,
Ao Teu Ouvido,Bárbara Tinoco,Voltar,2023-09-15,216706,48,tuna,,,,,,,,,,,
DECEMBER 25th,CHARLIE PUTH,December 25th,2024-11-08,231245,64,pop,,,,,,,,,,,
CHRISTMAS TIME,BACKSTREET BOYS,Christmas Hits,2019-12-13,256560,37,boy band,,,,,,,,,,,
tres e meia,"carolina de deus, ricardo liz almeida",Três e Meia,2024-11-29,192416,0,"",,,,,,,,,,,
Rockin' around the Christmas Tree [live],"Mary J. Blige, Sheryl Crow",A Very Special Christmas Live From Washington D.C.,1999-10-19,149333,15,dance pop,,,,,,,,,,,
ITS OK IM OK,TATE McRAE,It's ok I'm ok,2024-09-12,156521,84,pop,,,,,,,,,,,
Underneath the Tree,Kelly Clarkson,Wrapped In Red,2013-10-25,229640,81,dance pop,,,,,,,,,,,
Let It Be,The Beatles,Let It Be (Remastered),1970-05-08,243026,77,british invasion,,,,,,,,,,,
Por Ti Amor,"Matias Damásio, D.A.M.A.",Por ti Amor,2024-11-15,188849,44,kizomba,,,,,,,,,,,
ESTRELAS NOS OLHOS,CALEMA,Estrelas Nos Olhos,2024-11-29,181967,3,musica santomense,,,,,,,,,,,
WHAT WOULD CHRISTMAS BE LIKE,MIA ROSE,What Would Christmas Be Like?,2009-12-14,193986,8,portuguese pop,,,,,,,,,,,
LAST CHRISTMAS,WHAM,LAST CHRISTMAS,1984-11-29,262960,86,new romantic,,,,,,,,,,,
DRIVING HOME FOR CHRISTMAS,DASHA,Driving Home for Christmas - Spotify Singles Holiday,2024-10-15,166551,71,"",,,,,,,,,,,
Filme,"Deejay Telio, Irina Barros",Filme,2024-11-22,166810,42,batida,,,,,,,,,,,
Hurt,Johnny Cash,American IV: The Man Comes Around,2002-01-01,216533,71,arkansas country,,,,,,,,,,,
Santa Claus Is Coming to Town,Michael Bublé,Christmas (Deluxe Special Edition),2012-11-09,171093,73,adult standards,,,,,,,,,,,
Procura por Mim,Amor Electro,#4,2018-06-01,261346,26,portuguese pop,,,,,,,,,,,
TOLD YOU SO,MARTIN GARRIX & JEX,Told You So,2024-11-22,187031,70,dutch edm,,,,,,,,,,,
Já Passou,Ana Encarnação,Let It Go The Complete Set (From “Frozen”),2014-01-01,223386,32,"",,,,,,,,,,,
"LET IT SNOW, LET IT SNOW, LET IT SNOW",SEAL,Standards (Deluxe),2017-11-10,158892,27,british soul,,,,,,,,,,,
Cidade,Bárbara Tinoco,Desalinhados,2021-04-29,165840,47,portuguese pop,,,,,,,,,,,
Só,Jorge Palma,Só,1991-01-01,262440,21,fado,,,,,,,,,,,
Rockin' around the Christmas Tree,Miley Cyrus,Disney Christmas,2024-11-18,141720,34,pop,,,,,,,,,,,
Our Way,Mark Ambor,Rockwood,2024-08-16,185552,63,singer-songwriter pop,,,,,,,,,,,
Number One Girl,Rosé,number one girl,2024-11-22,216442,83,k-pop,,,,,,,,,,,
ma cherie,"mickael carreira, syro",Ma Chérie,2024-11-29,172366,0,portuguese pop,,,,,,,,,,,
GONE (ALL OVER AGAIN),NOBLE,Gone (all over again),2024-11-15,179071,19,"",,,,,,,,,,,
Fizz Limão,Miguel Araújo,Cinco Dias e Meio,2012-05-21,252960,25,portuguese pop,,,,,,,,,,,
Have Yourself a Merry Little Christmas,Kate Hudson,Have Yourself a Merry Little Christmas,2024-10-04,235271,59,hollywood,,,,,,,,,,,
My Kind Of Present,Meghan Trainor,A Very Trainor Christmas,2020-10-30,161013,60,hip pop,,,,,,,,,,,
Angels,Robbie Williams,Life Thru A Lens,1997-01-01,265000,73,dance rock,,,,,,,,,,,
ITS BEGINNING TO LOOK A LOT LIKE CHRISTMAS,NOAH CYRUS,It's Beginning to Look a Lot Like Christmas,2017-11-02,179112,43,alt z,,,,,,,,,,,
ROCKIN AROUND THE CHRISTMAS TREE,MEGHAN TRAINOR,A Very Trainor Christmas (Deluxe),2021-10-29,148154,41,hip pop,,,,,,,,,,,
RUSH RUSH,PAULA ABDUL,Spellbound,1991-01-01,292933,58,dance pop,,,,,,,,,,,
MISTLETOE,JUSTIN BIEBER,Under The Mistletoe (Deluxe Edition),2011-01-01,182946,80,canadian pop,,,,,,,,,,,
Jocelyn Flores,XXXTentacion ,17,2017-08-25,119133,80,emo rap,,,,,,,,,,,
ITS BEGINNING TO LOOK A LOT LIKE CHRISTMAS,MICHAEL BUBLÉ,Christmas (Deluxe Special Edition),2012-11-09,206639,82,adult standards,,,,,,,,,,,
Yeah,"Usher, Ludacris, Lil Jon",Confessions (Expanded Edition),2004-03-23,250373,84,atl hip hop,,,,,,,,,,,
Rudolph the Red Nosed Reindeer,Jack Johnson,Jack Johnson's Holiday Jams,2023-12-16,129720,40,neo mellow,,,,,,,,,,,
Let It Snow,Kylie Minogue,Kylie Christmas,2015-11-13,115346,35,australian dance,,,,,,,,,,,
DO THEY KNOW ITS CHRISTMAS,BAND AID,Do They Know It’s Christmas?,1984-11-25,222533,77,musical advocacy,,,,,,,,,,,
8 Days of Christmas,Destiny's Child,8 Days Of Christmas,2001-10-30,209360,68,dance pop,,,,,,,,,,,
I'll Be Home,Meghan Trainor,Title (Expanded Edition),2015-01-09,219653,67,hip pop,,,,,,,,,,,
Snowman,Sia,Everyday Is Christmas (Deluxe Edition),2018-11-01,165900,87,pop,,,,,,,,,,,
Interestelar,Plutónio ,Carta de Alforria,2024-11-08,188593,61,hip hop tuga,,,,,,,,,,,
CHRISTMAS WITHOUT YOU,ONEREPUBLIC,Christmas Without You,2011-01-01,197146,48,piano rock,,,,,,,,,,,
1 WISH,AVA MAX,1 Wish,2024-10-31,167105,66,pop,,,,,,,,,,,
Christmas Valentine,"Ingrid Michaelson, Jason Mraz",Christmas Valentine,2020-11-06,187853,46,acoustic pop,,,,,,,,,,,
ILL BE HOME FOR CHRISTMAS,CAMILA CABELLO,I'll Be Home For Christmas,2022-11-04,178427,53,dance pop,,,,,,,,,,,
Christmas Time,Backstreet Boys,Christmas Hits,2019-12-13,256560,39,boy band,,,,,,,,,,,
BACK HOME FOR CHRISTMAS,MIMI WEBB,Back Home For Christmas,2023-11-10,215526,60,alt z,,,,,,,,,,,
RUDOLPH THE RED NOSED REINDEER,MAR,A Winter Romance,1959-01-01,135760,74,adult standards,,,,,,,,,,,
Christmas Day,Dido,Greatest Hits,2021-08-13,242626,47,dance pop,,,,,,,,,,,
Heal the World,Michael Jackson,Dangerous,1991-11-13,384306,67,r&b,,,,,,,,,,,
Winter Wonderland,Jason Mraz,A Very Special Christmas 7,2010-01-01,127733,48,acoustic pop,,,,,,,,,,,
Wonderful Christmas Time,Kelly Rowland,Christmas Hip Hop 'N R&B,2017-09-15,221586,18,atl hip hop,,,,,,,,,,,
SANTA BABY,SUMMER WALKER,Home For The Holidays Vol. 2,2022-11-30,140140,36,"",,,,,,,,,,,
A GROOVY KIND OF LOVE,PHIL COLLINS,Love Songs (A Compilation Old and New),2004-09-14,210733,63,rock drums,,,,,,,,,,,
WINTER WONDERLAND,SARAH MCLACHLAN,Wonderland,2016-10-21,170306,32,canadian pop,,,,,,,,,,,
8 DAYS OF CHRISTMAS,DESTINYS CHILD,8 Days Of Christmas,2001-10-30,209360,68,dance pop,,,,,,,,,,,
JINGLE BELL ROCK,AESPA,Jingle Bell Rock,2023-11-24,130613,54,k-pop girl group,,,,,,,,,,,
White Christmas,"Rosie O'Donnell, Elton John",A Rosie Christmas,1999-11-01,226533,22,glam rock,,,,,,,,,,,
HAVE YOURSELF A MERRY LITTLE CHRISTMAS,CUCA ROSETA,Luz de Natal,2018-11-30,257573,6,fado,,,,,,,,,,,
SNOWMAN,SIA,Everyday Is Christmas (Deluxe Edition),2018-11-01,165900,87,pop,,,,,,,,,,,
HAVE YOURSELF A MERRY LITTLE CHRISTMAS,COLDPLAY,"Have Yourself a Merry Little Christmas (Jo Whiley, BBC Radio 1 Session)",2001-11-30,139208,46,permanent wave,,,,,,,,,,,
Hey Jude,The Beatles,1 (Remastered),2000-11-13,425653,69,british invasion,,,,,,,,,,,
KESE (DANCE),WIZKID,Morayo,2024-11-22,174053,71,afrobeats,,,,,,,,,,,
THIS TIME,MIA JO,This Time,2024-11-27,208800,13,"",,,,,,,,,,,
DECK THE HALLS,KASKADE feat. ERIKA,Kaskade Christmas,2017-11-24,193213,34,edm,,,,,,,,,,,
WISHLIST,JOJO feat. PJ MORTON,December Baby,2020-10-30,237660,30,dance pop,,,,,,,,,,,
Cups,Anna Kendrick,Cups (Pitch Perfect’s “When I’m Gone”),2013-01-01,126880,61,hollywood,,,,,,,,,,,
IN COMES CHRISTMAS,DEPRESNO,In Comes Christmas,2019-11-08,192026,26,norwegian indie,,,,,,,,,,,
HIGHER,TOM GRENNAN,Higher,2024-09-20,201153,59,uk pop,,,,,,,,,,,
Imagine,John Lennon,Imagine,1971-09-09,187866,76,classic rock,,,,,,,,,,,
YOU MAKE IT FEEL LIKE CHRISTMAS,GWEN STEFANI feat. BLAKE SHELTON,You Make It Feel Like Christmas,2017-10-06,156773,77,dance pop,,,,,,,,,,,
CHRISTMAS WITHOUT YOU,SHEPPARD,Christmas Without You,2021-11-12,237135,23,australian indie,,,,,,,,,,,
HEAD OVER HEELS,AUREA,Confessions,2018-05-04,287626,4,portuguese pop,,,,,,,,,,,
Christmas Tree Farm,Taylor Swift,Christmas Tree Farm,2019-12-06,228026,77,pop,,,,,,,,,,,
Like It's Christmas,Jonas Brothers,Like It's Christmas,2019-11-08,200880,76,boy band,,,,,,,,,,,
Last Christmas,Wham!,LAST CHRISTMAS,1984-11-29,262960,88,new romantic,,,,,,,,,,,
Thank God It's Christmas,Queen,Greatest Hits III,1999-11-09,259226,68,classic rock,,,,,,,,,,,
It's Beginning to Look a lot Like Christmas,Noah Cyrus,It's Beginning to Look a Lot Like Christmas,2017-11-02,179112,45,alt z,,,,,,,,,,,
Santa Doesn't Know You Like I Do,Sabrina Carpenter,fruitcake,2023-11-17,189753,72,pop,,,,,,,,,,,
OUTRA VEZ,LATTE,Outra vez,2024-09-27,197033,19,"",,,,,,,,,,,
MENINA DE VERMELHO,"MC MENOR JP, RAMONMIX & THE IRONIX",Menina de Vermelho,2024-10-18,151348,73,"",,,,,,,,,,,
THIS CHRISTMAS,JESS GLYNNE,This Christmas,2023-12-01,179207,37,dance pop,,,,,,,,,,,
Christmas (Baby Please Come Home),"Robbie Williams, Bryan Adams",The Christmas Present (Deluxe),2019-11-22,163626,47,dance rock,,,,,,,,,,,
WHEN CHRISTMAS COMES AROUND,MATT TERRY,Christmas Hits,2019-12-13,200786,35,talent show,,,,,,,,,,,
Fairytale of New York,"The Pogues, Kirsty MacColl",Fairytale of New York (feat. Kirsty MacColl) [Edit],1988-01-01,275896,75,celtic punk,,,,,,,,,,,
THIS CHRISTMAS,PINK SWEAT$ & DONNY HATHAWAY,This Christmas,2019-11-29,181365,43,bedroom soul,,,,,,,,,,,
Christmas Eve,Kelly Clarkson,100 Greatest Christmas Songs Ever,2022-09-30,180890,47,dance pop,,,,,,,,,,,
ONE DAY IN YOUR LIFE,MICHAEL JACKSON,Forever Michael,1975-01-16,255493,52,r&b,,,,,,,,,,,
BLAME IT ON THE MISTLETOE,ELLA HENDERSON x AJ MITCHELL,xmas party 2023,2023-11-10,185739,0,dance pop,,,,,,,,,,,
JINGLE BELL ROCK,BOBBY HELMS,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),1957-12-02,130973,85,"",,,,,,,,,,,
Santa Claus Is Comin' to Town,Mariah Carey,Merry Christmas,1994-10-28,204173,70,dance pop,,,,,,,,,,,
Parce,Maluma ,PAPI JUANCHO,2020-08-21,248345,66,latin pop,,,,,,,,,,,
THE CHRISTMAS SONG,SEVYN STREETER,The Christmas Song,2022-12-09,136097,12,hip pop,,,,,,,,,,,
O HOLY NIGHT,CELINE DION,These are Special Times,1998-10-30,320760,69,canadian pop,,,,,,,,,,,
CRAZY FOR YOU,MADONNA,The Immaculate Collection,1990-01-01,225626,59,dance pop,,,,,,,,,,,
LET IT SNOW,APRIL IVY,Mega Hits Natal,2018-11-30,162716,1,portuguese pop,,,,,,,,,,,
CHRISTMAS PARTY FOR TWO,BRANDY,Christmas Party for Two,2023-11-03,234481,40,contemporary r&b,,,,,,,,,,,
Have Yourself a Merry little Christmas,Lady Antebellum,On This Winter's Night (Deluxe),2020-10-30,250133,37,contemporary country,,,,,,,,,,,
WONDERFUL LIFE,BLACK,Wonderful Life,1987-01-01,287933,65,"",,,,,,,,,,,
HAPPY XMAS (WAR IS OVER),JOHN LENNON,Signature Box,2010-10-05,214333,82,classic rock,,,,,,,,,,,
Christmas without You,Ava Max,Christmas Without You,2020-10-15,169245,75,pop,,,,,,,,,,,
My only Wish (This Year),Britney Spears,My Only Wish (This Year),2000-11-14,255400,78,dance pop,,,,,,,,,,,
FOREVER YOUNG,"DAVID GUETTA, ALPHAVILLE & AVA MAX",Forever Young,2024-10-18,156923,77,big room,,,,,,,,,,,
Christmas Song (Chestnuts Roasting),Seal,Standards (Deluxe),2017-11-10,217662,28,british soul,,,,,,,,,,,
NUMBER ONE GIRL,ROSE,number one girl,2024-11-22,216442,84,k-pop,,,,,,,,,,,
Mistletoe,Justin Bieber,Under The Mistletoe (Deluxe Edition),2011-01-01,182946,82,canadian pop,,,,,,,,,,,
Buy Presents,Sabrina Carpenter,fruitcake,2023-11-17,177365,68,pop,,,,,,,,,,,
"Good Luck, Babe!",Chappel Roan ,"Good Luck, Babe!",2024-04-05,218423,93,indie pop,,,,,,,,,,,
ITS GIVING CHRISTMAS,CHRIS BROWN,BREEZY - It's Giving Christmas,2022-11-18,194255,38,r&b,,,,,,,,,,,
CHRISTMAS BELLS,JAMES ARTHUR,Christmas Bells,2021-12-03,246745,47,pop,,,,,,,,,,,
Location,Karol G ,KG0516,2021-03-26,263013,53,reggaeton,,,,,,,,,,,
CHRISTMAS PRAYER,PALOMA FAITH & GREGORY PORTER,Infinite Things (Deluxe Version),2020-11-27,203472,41,british soul,,,,,,,,,,,
Please Come Home for Christmas,Jon Bon Jovi,A Very Special Christmas 2,1992-10-20,172933,58,hard rock,,,,,,,,,,,
BUY ME PRESENTS,SABRINA CARPENTER,fruitcake,2023-11-17,177365,68,pop,,,,,,,,,,,
RUIN YOU,GUI ALY,Ruin You,2024-11-22,200840,26,"",,,,,,,,,,,
COZY LITTLE CHRISTMAS,KATY PERRY,Cozy Little Christmas,2018-11-15,182520,72,pop,,,,,,,,,,,
WHITE CHRISTMAS,CAROLINA DESLANDES,Mega Hits Natal,2018-11-30,225149,14,portuguese pop,,,,,,,,,,,
"Let It Snow, Let It Snow, Let It Snow",Michael Bublé,Christmas (Deluxe 10th Anniversary Edition),2021-11-19,159629,58,adult standards,,,,,,,,,,,
December 25th,Charlie Puth,December 25th,2024-11-08,231245,65,pop,,,,,,,,,,,
Its Beginning to Look a lot Like Christmas,Michael Bublé,Christmas (Deluxe Special Edition),2012-11-09,206639,84,adult standards,,,,,,,,,,,
Santa Claus Is Coming to Town,Colbie Caillat,Christmas In The Sand (Deluxe Edition),2012-01-01,189693,23,dance pop,,,,,,,,,,,
Love Me Like You [christmas mix],Little Mix,Get Weird - Rarities & Remixes,2015-11-06,209183,52,girl group,,,,,,,,,,,
The Christmas Song,Alicia Keys,The Christmas Song,2019-12-13,166557,40,neo soul,,,,,,,,,,,
CHRISTMAS LOVE,JUSTIN BIEBER,Under The Mistletoe (Deluxe Edition),2011-01-01,206786,60,canadian pop,,,,,,,,,,,
NAUGHTY LIST,LIAM PAYNE & DIXIE DAMELIO,Naughty List (with Dixie),2020-10-30,154746,58,pop,,,,,,,,,,,
NONSENSE CHRISTMAS,SABRINA CARPENTER,fruitcake,2023-11-17,153099,73,pop,,,,,,,,,,,
LAST CHRISTMAS,ARIANA GRANDE,Christmas Kisses,2013-01-01,203653,75,pop,,,,,,,,,,,
IT WAS... (MASKED CHRISTMAS),JIMMY FALLON feat. ARIANA GRANDE & MEGAN THEE STALLION,It Was A… (Masked Christmas),2021-12-07,180909,50,"",,,,,,,,,,,
ALL I WANT (FOR CHRISTMAS),LIAM PAYNE,LP1,2019-12-06,181144,60,pop,,,,,,,,,,,
This Christmas,Mary J. Blige,A Mary Christmas,2013-01-01,198853,42,dance pop,,,,,,,,,,,
CLOSER TO CHRISTMAS,JASON DERULO,Closer To Christmas,2023-11-10,192180,58,dance pop,,,,,,,,,,,
Silent Night (Noche de Paz),Christina Aguilera,Platinum Christmas,2000-11-07,289466,22,dance pop,,,,,,,,,,,
NIGHT BEFORE CHRISTMAS,SAM SMITH,Night Before Christmas,2022-11-18,216220,56,pop,,,,,,,,,,,
END OF THE ROAD,BOYZ II MEN,Cooleyhighharmony (Bonus Tracks Version),1991-04-30,351466,70,boy band,,,,,,,,,,,
Laid,James,Laid,1993-01-01,156666,66,britpop,,,,,,,,,,,
THE LIGHTHOUSE KEEPER,SAM SMITH,The Lighthouse Keeper,2020-11-20,247493,52,pop,,,,,,,,,,,
FALLIN,ALICIA KEYS,Songs In A Minor,2001-06-05,210200,76,neo soul,,,,,,,,,,,
Let It Go,Idina Menzel,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),2013-01-01,223840,74,hollywood,,,,,,,,,,,
White Christmas (Recorded at Sound Stage Studios Nashville),Meghan Trainor,"White Christmas (Spotify Singles - Christmas, Recorded at Sound Stage Studios Nashville)",2018-11-19,194311,58,hip pop,,,,,,,,,,,
Thrift Shop,"Macklemore & Ryan Lewis, Wanz",The Heist,2012-10-09,235613,77,pop rap,,,,,,,,,,,
TOO MUCH LOVE WILL KILL YOU,QUEEN,Made In Heaven (2011 Remaster),1995-11-06,259213,60,classic rock,,,,,,,,,,,
What a Wonderful World,Louis Armstrong,What A Wonderful World,1968-01-01,139226,77,adult standards,,,,,,,,,,,
Under the Tree,Ed Sheeran,Under the Tree (from “That Christmas”),2024-11-26,242826,69,pop,,,,,,,,,,,
Every Christmas,Kelly Clarkson,Wrapped In Red,2013-10-25,226986,41,dance pop,,,,,,,,,,,
Perfect [duet],"Ed Sheeran, Beyoncé",Perfect Duet (Ed Sheeran & Beyoncé),2017-11-30,259550,66,pop,,,,,,,,,,,
Crack Com Mussilon,Matuê ,333,2024-09-09,154418,78,r&b brasileiro,,,,,,,,,,,
ANOTHER YEAR,FINNEAS,Another Year,2020-12-01,256648,57,alt z,,,,,,,,,,,
This Christmas,Usher,Jingle Jangle: A Christmas Journey (Music From The Netflix Original Film),2020-11-13,228676,27,atl hip hop,,,,,,,,,,,
NATAL DIFERENTE,TOMAS ADRIAO,Natal Diferente,2021-12-10,192000,14,portuguese pop,,,,,,,,,,,
DEAR SANTA,ONEREPUBLIC,Dear Santa,2023-10-20,169732,67,piano rock,,,,,,,,,,,
THANK GOD ITS CHRISTMAS,QUEEN,Greatest Hits III,1999-11-09,259226,70,classic rock,,,,,,,,,,,
Christmas Time,Bryan Adams,Christmas EP,2019-11-15,243057,64,canadian pop,,,,,,,,,,,
The Christmas Song (Chestnuts Roasting On An Open Fire),Justin Bieber,Under The Mistletoe (Deluxe Edition),2011-01-01,215160,64,canadian pop,,,,,,,,,,,
Christmas without You,OneRepublic,Christmas Without You,2011-01-01,197146,49,piano rock,,,,,,,,,,,
WORDS,CHRISTIANS,The Best Of,1993-01-01,433333,38,new romantic,,,,,,,,,,,
HERE FOR CHRISTMAS,LUKAS GRAHAM,HERE (For Christmas),2019-11-08,240689,53,danish pop,,,,,,,,,,,
Caravan of Love,The Housemartins,Now That's What I Call Quite Good,1988-01-01,219466,53,britpop,,,,,,,,,,,
KID AT CHRISTMAS,CALUM SCOTT & CHRISTINA PERRI,Kid At Christmas,2024-10-25,213828,46,pop,,,,,,,,,,,
Desce pro Play (PA PA PA),MC Zaac ,Desce Pro Play (PA PA PA),2020-06-26,168507,58,funk carioca,,,,,,,,,,,
Rockin' around the Christmas Tree,Justin Bieber,Rockin' Around The Christmas Tree,2020-11-12,132732,54,canadian pop,,,,,,,,,,,
ITS CHRISTMAS TIME,MACKLEMORE feat. DAN CAPLEN,It's Christmas Time (feat. Dan Caplen),2019-12-12,198920,44,pop rap,,,,,,,,,,,
Same Love,"Macklemore & Ryan Lewis, Mary Lambert",The Heist,2012-10-09,318525,58,"",,,,,,,,,,,
I Wish Everyday Could Be Like Christmas,Bon Jovi,Ultimate Christmas Rock,2019-12-02,266000,38,"",,,,,,,,,,,
White Xmas,Sabrina Carpenter,fruitcake,2023-11-17,146188,64,pop,,,,,,,,,,,
LIKE ITS CHRISTMAS,JONAS BROTHERS,Like It's Christmas,2019-11-08,200880,77,boy band,,,,,,,,,,,
Shake Up Christmas,Train,"Save Me, San Francisco (Golden Gate Edition)",2010-12-01,232213,71,dance pop,,,,,,,,,,,
White Christmas,Michael Bublé,Christmas (Deluxe Special Edition),2011-10-24,218465,68,adult standards,,,,,,,,,,,
LAST CHRISTMAS,TAYLOR SWIFT,The Taylor Swift Holiday Collection,2008-12-02,208253,62,pop,,,,,,,,,,,
controlar,tiago bandeira,OPIA,2024-11-29,157778,3,"",,,,,,,,,,,
LONELY CHRISTMAS,BRYSON TILLER feat. JUSTIN BIEBER & POO BEAR,A Different Christmas,2021-11-19,230577,52,kentucky hip hop,,,,,,,,,,,
CHRISTMAS IS FINALLY HERE,MILOW,Christmas Is Finally Here,2021-11-12,161884,43,belgian pop,,,,,,,,,,,
THINK OF CHRISTMAS,ANNE-MARIE,100 Greatest Christmas Songs Ever,2022-09-30,170306,44,pop,,,,,,,,,,,
It's the most Wonderful Time of the Year,Kylie Minogue,Kylie Christmas (Snow Queen Edition),2016-11-25,164866,56,australian dance,,,,,,,,,,,
DEZEMBRO,AMOR ELECTRO,Mega Hits Natal,2018-11-30,240000,2,portuguese pop,,,,,,,,,,,
La Canción,J Balvin ,OASIS,2019-06-28,242573,82,reggaeton,,,,,,,,,,,
Christmas (Baby Please Come Home),Mariah Carey,Merry Christmas,1994-10-28,153240,79,dance pop,,,,,,,,,,,
CHRISTMAS SAVES THE YEAR,TWENTY ONE PILOTS,Christmas Saves The Year,2020-12-08,212405,53,modern rock,,,,,,,,,,,
Christmas (Baby Please Come Home),U2,I Believe In Father Christmas EP,2021-12-10,139760,57,irish rock,,,,,,,,,,,
"BABY, ITS COLD OUTSIDE",JOHN LEGEND feat. KELLY CLARKSON,A Legendary Christmas,2018-10-26,218889,60,neo soul,,,,,,,,,,,
When Christmas Comes,"Mariah Carey, John Legend",Merry Christmas (Deluxe Anniversary Edition),2019-11-01,286000,44,dance pop,,,,,,,,,,,
The Christmas Song (Chestnuts Roasting On An Open Fire),Robbie Williams,The Christmas Present (Deluxe),2019-11-22,192333,38,dance rock,,,,,,,,,,,
THE CHRISTMAS SONG,SHAWN MENDES & CAMILA CABELLO,Wonder (Deluxe),2020-12-07,196254,58,canadian pop,,,,,,,,,,,
We all Stand Together,Paul McCartney,All The Best (UK Version),1987-11-02,263373,44,classic rock,,,,,,,,,,,
All I Need Is Love,"CeeLo Green, The Muppets",CeeLo's Magic Moment,2012-10-29,226560,38,atl hip hop,,,,,,,,,,,
LONELIEST TIME OF YEAR,MABEL,Loneliest Time Of Year,2019-11-22,202613,52,pop,,,,,,,,,,,
CHRISTMAS BLUES,SABRINA CLAUDIO & THE WEEKND,Christmas Blues,2020-11-27,205159,46,alternative r&b,,,,,,,,,,,
HAVE YOURSELF A MERRY LITTLE CHRISTMAS,AGIR feat. LX STRINGS,Mega Hits Natal,2018-11-30,222615,3,portuguese pop,,,,,,,,,,,
LET IT SNOW,CARLY RAE JEPSEN,604 Records: The Second Noel,2011-11-15,112920,20,canadian pop,,,,,,,,,,,
Have Yourself a Merry Little Christmas,Sam Smith,Have Yourself A Merry Little Christmas,2014-12-05,170964,70,pop,,,,,,,,,,,
Kiss of Life,Sade,The Best of Sade,1994-10-31,251333,73,british soul,,,,,,,,,,,
Meio Conto,Miguel Araújo,Giesta,2017-05-19,193160,7,portuguese pop,,,,,,,,,,,
I NEED YOU CHRISTMAS,JONAS BROTHERS,I Need You Christmas,2020-10-30,206066,62,boy band,,,,,,,,,,,
ONE MORE CHANCE,FRENCH MONTANA,One More Chance,2024-11-19,145654,52,hip hop,,,,,,,,,,,
Christmas Lights,Coldplay,Christmas Lights,2010-12-01,242495,76,permanent wave,,,,,,,,,,,
CHRISTMAS LIGHTS,COLDPLAY,Christmas Lights,2010-12-01,242495,76,permanent wave,,,,,,,,,,,
MERRY CHRISTMAS,ED SHEERAN & ELTON JOHN,Merry Christmas,2021-12-03,208546,78,pop,,,,,,,,,,,
Christmas in New York,Backstreet Boys,A Very Backstreet Christmas,2022-10-14,273395,48,boy band,,,,,,,,,,,
Cozy little Christmas,Katy Perry,Cozy Little Christmas,2018-11-15,182520,73,pop,,,,,,,,,,,
Merry Christmas Darling,Christina Perri,a very merry perri christmas (extra presents),2012-10-16,198640,53,pop,,,,,,,,,,,
Memories,One Voice Children's Choir,Memories,2021-03-26,208922,43,children's choir,,,,,,,,,,,
Taboo,Don Omar ,Meet The Orphans,2010-01-01,292160,51,latin hip hop,,,,,,,,,,,
ROCKIN AROUND THE CHRISTMAS TREE,JUSTIN BIEBER,Rockin' Around The Christmas Tree,2020-11-12,132732,54,canadian pop,,,,,,,,,,,
Nesta Noite Branca,"Anjos, Susana",Nº1 Natal,2014-11-24,271480,16,portuguese pop,,,,,,,,,,,
Someday at Christmas,Mario,Christmas Time,2024-11-23,212021,2,contemporary post-bop,,,,,,,,,,,
(NAO) QUERO ME APAIXONAR,CAROL BIAZIN,"No Escuro,",2024-08-23,169845,56,pop lgbtq+ brasileira,,,,,,,,,,,
